id,Name Franchise,Address,Description,Category,Number Whatsapp,Type Franchise,Facility,Price,Popularity Score,Target Market,Market Size,Risk rate (1-10),Return of Investment% (ROI) ((pendapatan-harga(investasi))/(harga(investasi))×100%,Pendapatan/3bulan,user potential,market share (Penjualan Perusahaan/Total Penjualan Pasar),harga jual produk,kuantitas pembelian/tahun,,
1000,Generic Steel Tuna,Ricktown,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Restaurant,+62 480-119-8135,Stand,"medicine stock, pharmacy licensing, employee recruitment assistance, non-drug logistics, soft opening and grand opening","Rp61,400,000",10,Workers,"Rp189,000,000",5,47%,"Rp90,000,000",70000,1.00%,"Rp30,000",9,,
1001,Licensed Plastic Chicken,Baumbachland,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Beverages,+62 673-101-3128,Kios,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp130,910,000",6,All ages,"Rp6,708,600",7,91%,"Rp250,000,000",3727,3.00%,"Rp15,000",4,,
1002,Refined Steel Chicken,East Jeremie,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Education,+62 964-632-2576,Stand,"produk training, regular remote training, sales programs training, sales skills training, one-on-one franchisee manager, assistance of local market info collection, assistance of sales plan and strategy, ready to use sales script, B2B inquiries, marketing materials, succesful case sharing","Rp366,000,000",4,Married people,"Rp141,510,000",3,-39%,"Rp225,000,000",9434,6.00%,"Rp50,000",5,,
1003,Bespoke Granite Bacon,Jazminville,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Restaurant,+62 692-821-8309,Kios,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp78,200,000",6,Middle-aged,"Rp13,666,800",6,-10%,"Rp70,000,000",6508,7.00%,"Rp15,000",2,,
1004,Unbranded Steel Bacon,South Ellsworth,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Automotive,+62 080-835-5067,Kios,"Rental of location for one year, Venue Renovation, AC, TV, Neon Box, Clipper, 2 Barber Chairs, Waiting Chair, Cabinet, Clipper, Cutting Scissors, Thinning Scissors, Thinning Scissors, Comb Set, Hair Spray, Mirror, Hairbrush, Other Tools, Uniform, Vacuum Cleaner, Brochure, Banner, Hair Paint, Pomade, Vitamins, Hair tonic, Startup Management","Rp84,500,000",10,Workers,"Rp648,000,000",2,-53%,"Rp40,000,000",60000,3.00%,"Rp30,000",12,,
1005,Incredible Wooden Towels,Domenicland,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Restaurant,+62 808-728-9418,Stand,"Free Online Cashier 1 Year, HR Attendance System, Android Cashier 1 Pcs, Cctv 4pcs, Basic to Advance Training for Doctors and Owners, Maximum Training 4 Therapists, Product Showcase, Facial Bed 4 Pcs, Trolley 5 Pieces, Brochure 1000 Pcs, Member Card 1000 Pcs, Magnifying Lamp 2 Pcs, Premium Quality Modern Beauty Care Machine and Complete 8 Function Beauty Clinic Scale, 4 Pcs Bed Sheet, 6 Function Facial Tool 1 Pcs, 100 Pcs Home Care & Treatment, Neon Sign Ghanisa Estetika, Free Mentoring and Consultation for 5 Years, Free Therapist Training for 5 Years, Media Coverage, Including Brand License for 5 Years Worth Rp100. 000,000, Neon Box","Rp365,010,000",2,College students,"Rp751,860,000",5,-70%,"Rp110,000,000",8354,5.00%,"Rp150,000",12,,
1006,Elegant Bronze Car,Lake Bethanyfield,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Beauty & Healthcare,+62 388-767-5758,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp130,490,000",3,All ages,"Rp3,400,000,000",4,168%,"Rp350,000,000",85000,8.00%,"Rp100,000",5,,
1007,Bespoke Wooden Chips,Tuscaloosa,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Education,+62 873-369-3265,Minimarket,"Rental of location and venue for one year, Gym equipment, Personalized training programs, Fitness class schedules, Interior design support, Branded workout apparel, Marketing materials, Membership management system, Staff training programs, Health and safety guidelines, Nutrition and wellness consultations","Rp275,000,000",2,Middle-aged,"Rp3,675,420,000",3,-79%,"Rp57,000,000",43755,7.00%,"Rp100,000",12,,
1008,Practical Concrete Shirt,New Kimberly,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Restaurant,+62 613-235-7754,Stand,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp30,000,000",8,"High school students, College student","Rp105,000,000",3,350%,"Rp135,000,000",25000,3.00%,"Rp35,000",4,,
1009,Elegant Wooden Sausages,Upland,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Cleaning services,+62 490-233-4760,Outlet,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp21,500,000",3,Workers,"Rp2,700,000,000",2,272%,"Rp80,000,000",300000,3.00%,"Rp100,000",3,,
1010,Bespoke Concrete Keyboard,Fort Ransom,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Beauty & Healthcare,+62 823-426-5965,Resto,"produk training, regular remote training, sales programs training, sales skills training, one-on-one franchisee manager, assistance of local market info collection, assistance of sales plan and strategy, ready to use sales script, B2B inquiries, marketing materials, succesful case sharing","Rp100,550,000",2,Middle-aged,"Rp1,470,000,000",3,-90%,"Rp10,000,000",100000,7.00%,"Rp70,000",3,,
1011,Rustic Frozen Tuna,El Paso,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Restaurant,+62 871-019-9005,Kios,"Rental of location for one year, Venue Renovation, 2 AutoClean Waterless Outlets, 1 Autoclean WaterlessPlus Outlet, Outlet Setting Creation, End To End, Integrated System, Employee Training, Grand Opening Promo","Rp25,700,000",2,workers,"Rp15,000,000",7,289%,"Rp100,000,000",5000,6.00%,"Rp25,000",2,,
1012,Practical Metal Shoes,East Amoshaven,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Business & Furniture,+62 773-049-5156,Kios,"Complete Cooking Equipment, Deep Fryer Stove, Cooler Box, Brand Stickers and Wallpaper, Opening Banners and Banners, First Sales Raw Materials, Marketing Support","Rp21,500,000",3,Elementary school student,"Rp1,620,000,000",2,179%,"Rp60,000,000",45000,4.00%,"Rp150,000",6,,
1013,Intelligent Soft Keyboard,New Quincyton,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Services & Repair,+62 945-373-6268,Kios,"Training, folklore themed shop, batik education trainee, uniform + employee ID lanyard, grand opening companion, 6 month business guidance, 5 year business collaboration","Rp21,500,000",3,Workers,"Rp15,750,000,000",7,830%,"Rp200,000,000",300000,3.00%,"Rp350,000",5,,
1014,Sleek Concrete Bike,Rudolphstead,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Beauty & Healthcare,+62 900-650-2876,Kios,"Machinery and equipment, Operational training, Production efficiency consultation, Quality control standards, Supply chain management support, Packaging materials, Branding and marketing assistance, Logistics and expedition coordination, Occupational health and safety guidelines, Regulatory compliance guidance","Rp130,910,000",4,Family,"Rp42,096,600",2,2%,"Rp133,000,000",6682,7.00%,"Rp30,000",3,,
1015,Luxurious Frozen Chair,Zaneport,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Restaurant,+62 714-100-7577,Kios,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp285,300,000",3,Workers,"Rp135,972,000",2,-89%,"Rp31,000,000",3777,3.00%,"Rp150,000",8,,
1016,Incredible Frozen Towels,East Leliatown,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Fashion,+62 292-202-6264,Stand,"Rental of location for one year, Venue Renovation, AC, TV, Neon Box, Clipper, 2 Barber Chairs, Waiting Chair, Cabinet, Clipper, Cutting Scissors, Thinning Scissors, Thinning Scissors, Comb Set, Hair Spray, Mirror, Hairbrush, Other Tools, Uniform, Vacuum Cleaner, Brochure, Banner, Hair Paint, Pomade, Vitamins, Hair tonic, Startup Management","Rp350,000,000",3,Workers,"Rp108,000,000",4,-43%,"Rp200,000,000",60000,3.00%,"Rp20,000",3,,
1017,Handmade Metal Sausages,West Toyfield,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Beauty & Healthcare,+62 937-694-7700,Resto,"produk training, regular remote training, sales programs training, sales skills training, one-on-one franchisee manager, assistance of local market info collection, assistance of sales plan and strategy, ready to use sales script, B2B inquiries, marketing materials, succesful case sharing","Rp17,300,000",3,All ages,"Rp113,652,000",5,131%,"Rp40,000,000",6314,15.00%,"Rp30,000",4,,
1018,Handmade Steel Gloves,O'Konstad,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Lifestyle & Sport,+62 036-902-0463,Stand,"Inventory management, Point-of-sale systems, Visual merchandising support, Marketing and promotional materials, Staff training programs, Exclusive product suppliers, Store layout and design assistance, E-commerce integration, Loyalty programs, Business analytics and reporting tools","Rp13,100,000",8,Married people,"Rp10,800,000,000",7,663%,"Rp100,000,000",150000,10.00%,"Rp90,000",8,,
1019,Gorgeous Plastic Hat,Schuppeville,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Restaurant,+62 453-768-8551,Resto,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp15,000,000",4,Workers,"Rp1,890,000,000",2,400%,"Rp75,000,000",100000,9.00%,"Rp70,000",3,,
1020,Sleek Wooden Pants,Lauderhill,The Football Is Good For Training And Recreational Purposes,Beverages,+62 886-981-1828,Stand,"Reservation system, Interior design support, Staff training, Branding materials, Marketing collateral, Operational manuals, Exclusive amenities, Quality control standards, Centralized booking system, Customer feedback management","Rp18,320,000",10,Below elementary students,"Rp23,400,000",3,1401%,"Rp275,000,000",20000,3.00%,"Rp13,000",3,,
1021,Electronic Concrete Ball,Wilkinsonville,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Services & Repair,+62 808-099-8309,Kios,"specialist support, branding and promotion, proprietary tools to manage business, smart investment","Rp110,480,000",3,workers,"Rp163,957,500",4,-37%,"Rp70,000,000",9369,25.00%,"Rp35,000",2,,
1022,Practical Bronze Hat,North Lue,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Fast Food,+62 231-654-4990,Kios,"Supply of goods, web (administration, updating product availability, checking rental orders), bookkeeping applications, training, supervision, monitoring, consultation.","Rp100,970,000",3,Workers,"Rp406,998,000",6,281%,"Rp385,000,000",7537,6.00%,"Rp75,000",12,,
1023,Generic Rubber Gloves,Urbanland,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Education,+62 403-640-9782,Resto,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp110,480,000",9,Students,"Rp212,244,000",5,126%,"Rp250,000,000",17687,4.00%,"Rp150,000",2,,
1024,Handcrafted Soft Tuna,West Seneca,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Business & Furniture,+62 728-011-0717,Stand,"Reservation system, Interior design support, Staff training, Branding materials, Marketing collateral, Operational manuals, Exclusive amenities, Quality control standards, Centralized booking system, Customer feedback management","Rp90,800,000",4,College students,"Rp21,609,000",1,-37%,"Rp57,000,000",7203,2.00%,"Rp50,000",3,,
1025,Recycled Granite Table,Wilmington,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Manufacturer & Expedition,+62 392-711-4695,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp55,000,000",6,High school students,"Rp20,046,000",2,-55%,"Rp25,000,000",6682,3.00%,"Rp20,000",5,,
1026,Recycled Rubber Computer,Deltafurt,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Education,+62 136-763-1951,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp65,000,000",4,Workers,"Rp480,000,000",6,85%,"Rp120,000,000",8000,8.00%,"Rp250,000",3,,
1027,Recycled Concrete Mouse,Fort Lucile,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Beverages,+62 073-121-2906,Resto,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp27,000,000",4,High School student,"Rp3,000,000,000",4,733%,"Rp225,000,000",100000,10.00%,"Rp75,000",4,,
1028,Incredible Plastic Ball,Mishawaka,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Fast Food,+62 700-137-3680,Resto,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp140,330,000",4,Middle-aged,"Rp69,876,240",6,-29%,"Rp100,000,000",41593,7.00%,"Rp12,000",2,,
1029,Modern Plastic Shirt,East Everett,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Restaurant,+62 602-846-3962,Resto,"medicine stock, pharmacy licensing, employee recruitment assistance, non-drug logistics, soft opening and grand opening","Rp233,000,000",9,Fam,"Rp24,216,000",6,-70%,"Rp70,000,000",8072,4.00%,"Rp15,000",5,,
1030,Handmade Cotton Towels,Miltonfurt,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Fast Food,+62 714-965-8031,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp14,200,000",2,Elementary school student,"Rp247,800,000",2,1992%,"Rp297,000,000",17700,35.00%,"Rp20,000",2,,
1031,Rustic Granite Pizza,Samantaboro,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Education,+62 752-798-3167,Outlet,"Inventory management, Point-of-sale systems, Visual merchandising support, Marketing and promotional materials, Staff training programs, Exclusive product suppliers, Store layout and design assistance, E-commerce integration, Loyalty programs, Business analytics and reporting tools","Rp233,000,000",3,Fam,"Rp191,442,000",5,-66%,"Rp80,000,000",31907,6.00%,"Rp20,000",5,,
1032,Ergonomic Rubber Towels,Loystead,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Barber,+62 865-212-8469,Kios,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp70,000,000",4,College students,"Rp216,000,000",1,43%,"Rp100,000,000",8000,12.00%,"Rp75,000",3,,
1033,Awesome Steel Table,Harleyhaven,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Education,+62 650-224-0471,Store,"Rental of location for one year, Venue Renovation, AC, TV, Neon Box, Clipper, 2 Barber Chairs, Waiting Chair, Cabinet, Clipper, Cutting Scissors, Thinning Scissors, Thinning Scissors, Comb Set, Hair Spray, Mirror, Hairbrush, Other Tools, Uniform, Vacuum Cleaner, Brochure, Banner, Hair Paint, Pomade, Vitamins, Hair tonic, Startup Management","Rp219,790,000",2,College students,"Rp113,447,250",2,-45%,"Rp120,000,000",7203,7.00%,"Rp45,000",5,,
1034,Unbranded Steel Shoes,Diegoland,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Restaurant,+62 578-759-6159,Stand,"Free Online Cashier 1 Year, HR Attendance System, Android Cashier 1 Pcs, Cctv 4pcs, Basic to Advance Training for Doctors and Owners, Maximum Training 4 Therapists, Product Showcase, Facial Bed 4 Pcs, Trolley 5 Pieces, Brochure 1000 Pcs, Member Card 1000 Pcs, Magnifying Lamp 2 Pcs, Premium Quality Modern Beauty Care Machine and Complete 8 Function ","Rp68,000,000",6,High school students,"Rp115,411,500",5,-12%,"Rp60,000,000",8549,3.00%,"Rp150,000",3,,
1035,Practical Frozen Chair,New Jaydeville,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Beverages,+62 964-216-8945,Store,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp240,000,000",3,Married people,"Rp46,380,000",5,-17%,"Rp200,000,000",1546,3.00%,"Rp200,000",5,,
1036,Electronic Soft Tuna,Hodkiewiczport,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Beverages,+62 157-137-9278,Minimarket,"Location and venue rental for 1 year, complete equipment and cooking utensils, banners, employee training, business finance","Rp251,700,000",4,All ages,"Rp220,263,750",4,-91%,"Rp22,000,000",19579,5.00%,"Rp75,000",3,,
1037,Rustic Metal Ball,Grand Forks,The Football Is Good For Training And Recreational Purposes,Retail,+62 995-163-5330,Resto,"Rental of location and venue for one year, Gym equipment, Personalized training programs, Fitness class schedules, Interior design support, Branded workout apparel, Marketing materials, Membership management system, Staff training programs, Health and safety guidelines, Nutrition and wellness consultations","Rp108,000,000",8,High school students,"Rp1,350,000,000",2,-8%,"Rp99,000,000",7500,15.00%,"Rp200,000",6,,
1038,Recycled Plastic Chicken,Lake Jadonboro,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Restaurant,+62 500-057-8737,Resto,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp251,700,000",2,Below elementary students,"Rp23,895,000",7,-90%,"Rp25,000,000",17700,3.00%,"Rp15,000",3,,
1039,Gorgeous Frozen Pizza,Metzshire,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Restaurant,+62 353-829-1455,Store,"Rental of location and venue for one year, Gym equipment, Personalized training programs, Fitness class schedules, Interior design support, Branded workout apparel, Marketing materials, Membership management system, Staff training programs, Health and safety guidelines, Nutrition and wellness consultations","Rp25,000,000",9,Workers,"Rp135,000,000",7,820%,"Rp230,000,000",15000,3.00%,"Rp20,000",15,,
1040,Luxurious Bronze Keyboard,East Dustin,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Education,+62 201-923-5220,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp94,600,000",4,Below elementary students,"Rp19,125,000",2,59%,"Rp150,000,000",7500,3.00%,"Rp17,000",5,,
1041,Oriental Soft Computer,West Domingohaven,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Beverages,+62 259-967-4424,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp82,400,000",2,Below elementary students,"Rp5,325,000,000",2,82%,"Rp150,000,000",71000,10.00%,"Rp250,000",3,,
1042,Elegant Frozen Mouse,Kovacekborough,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Services & Repair,+62 549-062-9477,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp100,550,000",2,All ages,"Rp15,750,000,000",1,-25%,"Rp75,000,000",300000,10.00%,"Rp75,000",7,,
1043,Small Plastic Salad,Rafaelaborough,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Car Wash,+62 312-563-9333,Store,"Comprehensive Training Programs, Exclusive Product Lines and Suppliers, Store Design and Visual Merchandising Assistance, Inventory Management Solutions, Marketing and Advertising Support, E-commerce Integration, Financial and Business Planning Assistance","Rp20,100,000",2,"Workers, college student","Rp59,774,400",1,248%,"Rp70,000,000",8302,12.00%,"Rp10,000",6,,
1044,Handcrafted Frozen Hat,Noblesville,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Services & Repair,+62 164-997-9615,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp276,900,000",8,Junior high school students,"Rp337,500,000",2,-60%,"Rp110,000,000",45000,10.00%,"Rp15,000",5,,
1045,Gorgeous Steel Table,Ulisesstead,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Automotive,+62 755-267-5185,Resto,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp90,800,000",3,Married people,"Rp900,000,000",1,-89%,"Rp10,000,000",50000,12.00%,"Rp30,000",5,,
1046,Luxurious Plastic Computer,Mantecester,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Services & Repair,+62 813-741-0494,Stand,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp140,330,000",8,Below elementary students,"Rp136,668,000",3,-64%,"Rp50,000,000",6508,12.00%,"Rp35,000",5,,
1047,Awesome Metal Bike,Emmittmouth,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Restaurant,+62 409-537-6804,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp98,000,000",2,Workers,"Rp30,600,000",4,53%,"Rp150,000,000",30000,2.00%,"Rp17,000",3,,
1048,Rustic Fresh Bike,Gradyworth,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Beverages,+62 245-469-8782,Stand,"Rental of location for one year, Venue Renovation, Premium Wash N Wax, Full Salon, Exterior Detailing, Interior Detailing, Engine Detailing, Nano Ceramic Coating, Car Fogging, Nano Ceramic Maintenance, Glas Coating","Rp80,000,000",2,Elementary school student,"Rp45,000,000",2,38%,"Rp110,000,000",7500,4.00%,"Rp50,000",3,,
1049,Practical Concrete Shirt,Port Fletashire,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Beauty & Healthcare,+62 446-688-6932,Kios,"65 days on-the job training, 15 days classroom training, Complete Cooking utensils, Brand Stickers and Wallpaper, Opening Banners and Banners, First Sales Raw Materials, Marketing Support","Rp250,000,000",4,All ages,"Rp36,000,000",2,20%,"Rp300,000,000",30000,5.00%,"Rp12,000",2,,
1050,Licensed Granite Mouse,Julietborough,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Barber,+62 073-694-1368,Stand,"Free Online Cashier 1 Year, HR Attendance System, Android Cashier 1 Pcs, Cctv 4pcs, Basic to Advance Training for Doctors and Owners, Maximum Training 4 Therapists, Product Showcase, Facial Bed 4 Pcs, Trolley 5 Pieces, Brochure 1000 Pcs, Member Card 1000 Pcs, Magnifying Lamp 2 Pcs, Premium Quality Modern Beauty Care Machine and Complete 8 Function ","Rp17,300,000",4,Family,"Rp200,000,000",2,305%,"Rp70,000,000",25000,8.00%,"Rp50,000",2,,
1051,Tasty Plastic Shoes,Encinitas,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Business & Furniture,+62 311-557-0778,Resto,"Cutting-edge electronic devices, Product training programs, Technical support services, Marketing materials, Branding assistance, Access to the latest technology, Research and development collaboration, Warranty and after-sales services, Inventory management support, Regulatory compliance guidance","Rp27,100,000",2,Fam,"Rp57,490,000",1,265%,"Rp99,000,000",5749,10%,"Rp20,000",5,,
1052,Intelligent Soft Soap,Vallejo,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Restaurant,+62 650-239-8631,Resto,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp150,000,000",9,Elementary school student,"Rp70,722,000",2,-82%,"Rp27,000,000",3929,3.00%,"Rp150,000",4,,
1053,Luxurious Wooden Computer,South Coralieborough,The Football Is Good For Training And Recreational Purposes,Restaurant,+62 589-041-2200,Kios,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp275,000,000",2,All ages,"Rp121,500,000",2,-75%,"Rp70,000,000",30000,9.00%,"Rp15,000",3,,
1054,Handcrafted Frozen Cheese,Ulicesworth,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Restaurant,+62 270-839-5423,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp74,000,000",1,Workers,"Rp20,250,000",3,-86%,"Rp10,000,000",7500,2.00%,"Rp45,000",3,,
1055,Luxurious Bronze Towels,Jazlynworth,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Fast Food,+62 001-121-3683,Kios,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp40,300,000",4,Workers,"Rp25,200,000",3,148%,"Rp100,000,000",6000,7.00%,"Rp20,000",3,,
1056,Licensed Metal Car,North Tony,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Beverages,+62 242-521-3769,Resto,"Rental of location for one year, Venue Renovation, 2 AutoClean Waterless Outlets, 1 Autoclean WaterlessPlus Outlet, Outlet Setting Creation, End To End, Integrated System, Employee Training, Grand Opening Promo","Rp70,000,000",8,All ages,"Rp44,965,440",3,324%,"Rp297,000,000",9608,9.00%,"Rp13,000",4,,
1057,Licensed Fresh Cheese,Onieworth,The Football Is Good For Training And Recreational Purposes,Retail,+62 798-801-7447,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp120,230,000",4,All Ages,"Rp220,263,750",1,-25%,"Rp90,000,000",19579,5.00%,"Rp75,000",3,,
